successful : 6/ 200 | Time taken: 461.54 seconds 
successful : 51/ 200 | Time taken: 463.99 seconds 
successful : 50/ 200 | Time taken: 460.25 seconds 
successful : 49/ 200 | Time taken: 461.13 seconds 
successful : 48/ 200 | Time taken: 457.20 seconds 
successful : 47/ 200 | Time taken: 459.01 seconds 
successful : 46/ 200 | Time taken: 461.01 seconds 
successful : 126/ 200 | Time taken: 465.18 seconds 
successful : 125/ 200 | Time taken: 472.11 seconds 
successful : 124/ 200 | Time taken: 470.57 seconds 
successful : 164/ 200 | Time taken: 466.39 seconds 
successful : 163/ 200 | Time taken: 462.71 seconds 
successful : 187/ 200 | Time taken: 424.93 seconds 
