successful : 2/ 200 | Time taken: 27.38 seconds 
successful : 27/ 200 | Time taken: 22.19 seconds 
successful : 26/ 200 | Time taken: 22.11 seconds 
successful : 25/ 200 | Time taken: 22.00 seconds 
successful : 24/ 200 | Time taken: 19.86 seconds 
successful : 23/ 200 | Time taken: 19.06 seconds 
successful : 22/ 200 | Time taken: 18.93 seconds 
successful : 144/ 200 | Time taken: 18.92 seconds 
successful : 143/ 200 | Time taken: 19.13 seconds 
successful : 142/ 200 | Time taken: 18.94 seconds 
successful : 174/ 200 | Time taken: 19.17 seconds 
successful : 173/ 200 | Time taken: 18.96 seconds 
successful : 192/ 200 | Time taken: 16.81 seconds 
