successful : 12/ 200 | Time taken: 23.90 seconds 
successful : 87/ 200 | Time taken: 17.93 seconds 
successful : 86/ 200 | Time taken: 17.63 seconds 
successful : 85/ 200 | Time taken: 17.82 seconds 
successful : 84/ 200 | Time taken: 17.66 seconds 
successful : 83/ 200 | Time taken: 16.47 seconds 
successful : 82/ 200 | Time taken: 16.30 seconds 
successful : 120/ 200 | Time taken: 16.95 seconds 
successful : 119/ 200 | Time taken: 16.75 seconds 
successful : 118/ 200 | Time taken: 16.57 seconds 
successful : 152/ 200 | Time taken: 16.60 seconds 
successful : 151/ 200 | Time taken: 16.67 seconds 
successful : 182/ 200 | Time taken: 16.48 seconds 
successful : 195/ 200 | Time taken: 17.20 seconds 
