successful : 13/ 200 | Time taken: 116.19 seconds 
successful : 93/ 200 | Time taken: 104.27 seconds 
successful : 92/ 200 | Time taken: 108.41 seconds 
successful : 91/ 200 | Time taken: 103.06 seconds 
successful : 90/ 200 | Time taken: 101.97 seconds 
successful : 89/ 200 | Time taken: 104.54 seconds 
successful : 88/ 200 | Time taken: 103.25 seconds 
successful : 138/ 200 | Time taken: 101.80 seconds 
successful : 137/ 200 | Time taken: 101.88 seconds 
successful : 136/ 200 | Time taken: 102.46 seconds 
successful : 170/ 200 | Time taken: 105.03 seconds 
successful : 169/ 200 | Time taken: 101.46 seconds 
successful : 189/ 200 | Time taken: 85.49 seconds 
