successful : 10/ 200 | Time taken: 72.34 seconds 
successful : 75/ 200 | Time taken: 70.11 seconds 
successful : 74/ 200 | Time taken: 69.76 seconds 
successful : 73/ 200 | Time taken: 69.57 seconds 
successful : 72/ 200 | Time taken: 69.73 seconds 
successful : 71/ 200 | Time taken: 70.02 seconds 
successful : 70/ 200 | Time taken: 70.07 seconds 
successful : 135/ 200 | Time taken: 70.28 seconds 
successful : 134/ 200 | Time taken: 69.33 seconds 
successful : 133/ 200 | Time taken: 69.72 seconds 
successful : 166/ 200 | Time taken: 69.43 seconds 
successful : 165/ 200 | Time taken: 69.91 seconds 
successful : 188/ 200 | Time taken: 68.52 seconds 
