successful : 1/ 200 | Time taken: 72.17 seconds 
successful : 21/ 200 | Time taken: 71.51 seconds 
successful : 20/ 200 | Time taken: 70.79 seconds 
successful : 19/ 200 | Time taken: 70.36 seconds 
successful : 18/ 200 | Time taken: 69.82 seconds 
successful : 17/ 200 | Time taken: 70.12 seconds 
successful : 16/ 200 | Time taken: 70.42 seconds 
successful : 129/ 200 | Time taken: 70.90 seconds 
successful : 128/ 200 | Time taken: 69.97 seconds 
successful : 127/ 200 | Time taken: 70.70 seconds 
successful : 172/ 200 | Time taken: 70.02 seconds 
successful : 171/ 200 | Time taken: 70.37 seconds 
successful : 190/ 200 | Time taken: 68.17 seconds 
