successful : 3/ 200 | Time taken: 69.49 seconds 
successful : 33/ 200 | Time taken: 64.69 seconds 
successful : 32/ 200 | Time taken: 63.79 seconds 
successful : 31/ 200 | Time taken: 63.33 seconds 
successful : 30/ 200 | Time taken: 63.70 seconds 
successful : 29/ 200 | Time taken: 63.98 seconds 
successful : 28/ 200 | Time taken: 63.47 seconds 
successful : 144/ 200 | Time taken: 63.22 seconds 
successful : 143/ 200 | Time taken: 63.60 seconds 
successful : 142/ 200 | Time taken: 62.81 seconds 
successful : 172/ 200 | Time taken: 63.63 seconds 
successful : 171/ 200 | Time taken: 63.88 seconds 
successful : 191/ 200 | Time taken: 63.58 seconds 
