successful : 9/ 200 | Time taken: 68.51 seconds 
successful : 69/ 200 | Time taken: 65.84 seconds 
successful : 68/ 200 | Time taken: 65.73 seconds 
successful : 67/ 200 | Time taken: 66.86 seconds 
successful : 66/ 200 | Time taken: 66.23 seconds 
successful : 65/ 200 | Time taken: 66.31 seconds 
successful : 64/ 200 | Time taken: 66.14 seconds 
successful : 117/ 200 | Time taken: 66.52 seconds 
successful : 116/ 200 | Time taken: 66.47 seconds 
successful : 115/ 200 | Time taken: 66.90 seconds 
successful : 158/ 200 | Time taken: 66.20 seconds 
successful : 157/ 200 | Time taken: 66.42 seconds 
successful : 184/ 200 | Time taken: 65.96 seconds 
successful : 199/ 200 | Time taken: 64.57 seconds 
