successful : 11/ 200 | Time taken: 835.81 seconds 
successful : 81/ 200 | Time taken: 879.42 seconds 
successful : 80/ 200 | Time taken: 982.82 seconds 
successful : 79/ 200 | Time taken: 1023.42 seconds 
successful : 78/ 200 | Time taken: 1001.70 seconds 
successful : 77/ 200 | Time taken: 1048.58 seconds 
successful : 76/ 200 | Time taken: 1090.23 seconds 
successful : 108/ 200 | Time taken: 1162.18 seconds 
successful : 107/ 200 | Time taken: 1148.91 seconds 
successful : 106/ 200 | Time taken: 1122.73 seconds 
successful : 154/ 200 | Time taken: 1039.63 seconds 
successful : 153/ 200 | Time taken: 1067.74 seconds 
successful : 183/ 200 | Time taken: 1004.44 seconds 
