successful : 1/ 200 | Time taken: 22.22 seconds 
successful : 21/ 200 | Time taken: 19.52 seconds 
successful : 20/ 200 | Time taken: 18.65 seconds 
successful : 19/ 200 | Time taken: 18.32 seconds 
successful : 18/ 200 | Time taken: 18.38 seconds 
successful : 17/ 200 | Time taken: 18.97 seconds 
successful : 16/ 200 | Time taken: 18.43 seconds 
successful : 150/ 200 | Time taken: 18.34 seconds 
successful : 149/ 200 | Time taken: 18.19 seconds 
successful : 148/ 200 | Time taken: 18.22 seconds 
successful : 180/ 200 | Time taken: 18.30 seconds 
successful : 179/ 200 | Time taken: 18.32 seconds 
successful : 193/ 200 | Time taken: 18.01 seconds 
