successful : 12/ 200 | Time taken: 21.51 seconds 
successful : 87/ 200 | Time taken: 18.93 seconds 
successful : 86/ 200 | Time taken: 18.75 seconds 
successful : 85/ 200 | Time taken: 18.51 seconds 
successful : 84/ 200 | Time taken: 18.64 seconds 
successful : 83/ 200 | Time taken: 18.55 seconds 
successful : 82/ 200 | Time taken: 18.69 seconds 
successful : 144/ 200 | Time taken: 18.49 seconds 
successful : 143/ 200 | Time taken: 18.47 seconds 
successful : 142/ 200 | Time taken: 18.57 seconds 
successful : 176/ 200 | Time taken: 18.66 seconds 
successful : 175/ 200 | Time taken: 18.54 seconds 
successful : 192/ 200 | Time taken: 18.36 seconds 
