successful : 4/ 200 | Time taken: 16.52 seconds 
successful : 39/ 200 | Time taken: 8.65 seconds 
successful : 38/ 200 | Time taken: 7.78 seconds 
successful : 37/ 200 | Time taken: 7.65 seconds 
successful : 36/ 200 | Time taken: 8.06 seconds 
successful : 35/ 200 | Time taken: 7.79 seconds 
successful : 34/ 200 | Time taken: 8.37 seconds 
successful : 144/ 200 | Time taken: 7.63 seconds 
successful : 143/ 200 | Time taken: 7.64 seconds 
successful : 142/ 200 | Time taken: 7.64 seconds 
successful : 160/ 200 | Time taken: 7.53 seconds 
successful : 159/ 200 | Time taken: 7.59 seconds 
successful : 185/ 200 | Time taken: 8.29 seconds 
successful : 192/ 200 | Time taken: 7.73 seconds 
