successful : 6/ 200 | Time taken: 14.37 seconds 
successful : 51/ 200 | Time taken: 9.93 seconds 
successful : 50/ 200 | Time taken: 9.16 seconds 
successful : 49/ 200 | Time taken: 9.13 seconds 
successful : 48/ 200 | Time taken: 9.11 seconds 
successful : 47/ 200 | Time taken: 9.11 seconds 
successful : 46/ 200 | Time taken: 9.14 seconds 
successful : 132/ 200 | Time taken: 9.00 seconds 
successful : 131/ 200 | Time taken: 8.86 seconds 
successful : 130/ 200 | Time taken: 9.00 seconds 
successful : 168/ 200 | Time taken: 9.13 seconds 
successful : 167/ 200 | Time taken: 9.10 seconds 
successful : 191/ 200 | Time taken: 8.01 seconds 
